time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/value_loss,train/n_updates,train/learning_rate,train/clip_range,train/loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,eval/mean_reward,eval/mean_ep_length
,850000,,,,,-1.9342837553471326,75.91113064493985,4150,0.0003,0.2,154.6234588623047,0.01773024,-0.006221134288352914,0.22236328125,0.10080993175506592,-100.0,1000.0
4523,851968,416,1000.0,188,-100.0,,,,,,,,,,,,
4526,854016,417,1000.0,188,-100.0,-1.7896855175495148,86.56184759587049,4160,0.0003,0.2,102.00546264648438,0.00576427,-0.0032117604598170145,0.0318359375,0.5624456405639648,,
4528,856064,418,1000.0,189,-100.0,-1.8595203164964915,105.00233359113335,4170,0.0003,0.2,9.802035331726074,0.009911237,-0.0033983096611336803,0.1173828125,0.23363244533538818,,
4531,858112,419,1000.0,189,-100.0,-1.923609273508191,85.91072083227337,4180,0.0003,0.2,50.6155891418457,0.011106183,-0.0023726264451397585,0.19150390625,0.011471271514892578,,
,860000,,,,,-1.9408579163253308,60.78451455794275,4190,0.0003,0.2,72.66641998291016,0.012564536,-0.0034866605696151965,0.1701171875,0.271878182888031,-100.0,1000.0
4538,860160,420,1000.0,189,-100.0,,,,,,,,,,,,
4541,862208,421,1000.0,189,-100.0,-2.057280322536826,85.07484077736736,4200,0.0003,0.2,6.2350239753723145,0.023114435,-0.005160926934331655,0.239501953125,0.0005825161933898926,,
4543,864256,422,1000.0,190,-100.0,-1.8631644133478402,85.34403768479824,4210,0.0003,0.2,5.8644843101501465,0.0099565545,-0.008285513811279089,0.197802734375,0.00030416250228881836,,
4545,866304,423,1000.0,190,-100.0,-1.8996520396322012,84.92345148473979,4220,0.0003,0.2,33.4975700378418,0.018478967,-0.0010094369274156634,0.071337890625,-0.0020912885665893555,,
4548,868352,424,1000.0,190,-100.0,-1.8208248887211085,85.23702977001668,4230,0.0003,0.2,24.281986236572266,0.009786692,-0.0005320407479302957,0.15048828125,0.0007591843605041504,,
,870000,,,,,-1.8873349614441395,93.36691687330604,4240,0.0003,0.2,96.00724792480469,0.007987435,-0.003897837046315544,0.059765625,0.6570035219192505,-100.0,1000.0
4555,870400,425,1000.0,191,-100.0,,,,,,,,,,,,
4558,872448,426,1000.0,191,-100.0,-1.9522365126758814,91.32989649139344,4250,0.0003,0.2,3.642937421798706,0.0034440206,-0.00156525873899227,0.00712890625,0.7625640630722046,,
4560,874496,427,1000.0,191,-100.0,-1.908183692023158,86.48721046224236,4260,0.0003,0.2,61.975399017333984,0.0074939635,-0.0024879234813852237,0.11279296875,0.16997087001800537,,
4563,876544,428,1000.0,192,-100.0,-1.8856643564999103,93.96151843369007,4270,0.0003,0.2,90.17465209960938,0.0025477456,-0.001756554269377375,0.01435546875,0.8375710844993591,,
4566,878592,429,1000.0,192,-100.0,-1.7983338370919228,83.47128028757871,4280,0.0003,0.2,82.7529296875,0.015119646,0.002294308149430435,0.18349609375,-0.01738607883453369,,
,880000,,,,,-1.7284331280738114,83.74317262247204,4290,0.0003,0.2,3.2809627056121826,0.0068474263,-0.0025148051194264554,0.111865234375,-0.0004118680953979492,-100.0,1000.0
4573,880640,430,1000.0,192,-100.0,,,,,,,,,,,,
4576,882688,431,1000.0,192,-100.0,-1.8255019910633563,83.53389417212456,4300,0.0003,0.2,2.725295305252075,0.010514151,-0.003998662787489593,0.18056640625,-0.013021588325500488,,
4578,884736,432,1000.0,193,-100.0,-1.7433160502463578,82.95012691039592,4310,0.0003,0.2,14.84821605682373,0.007984527,-0.0024892400644603184,0.11728515625,6.729364395141602e-05,,
4581,886784,433,1000.0,193,-100.0,-1.7172880366444587,83.05320904571563,4320,0.0003,0.2,4.4315900802612305,0.0060325675,-0.0017851966746093239,0.02490234375,-0.024422526359558105,,
4583,888832,434,1000.0,193,-100.0,-1.6606520265340805,86.10821081101895,4330,0.0003,0.2,15.011346817016602,0.0033814486,-0.004323859620126313,0.0318359375,0.3587360382080078,,
,890000,,,,,-1.6917610131204128,83.30898242741823,4340,0.0003,0.2,1.6762511730194092,0.0066581555,-0.003612283537586336,0.037890625,0.4514904022216797,-100.0,1000.0
4591,890880,435,1000.0,194,-100.0,,,,,,,,,,,,
4593,892928,436,1000.0,194,-100.0,-1.6747580226510763,80.99785398095847,4350,0.0003,0.2,18.07857894897461,0.0026106453,-0.0017511913290945813,0.007080078125,0.44779640436172485,,
4595,894976,437,1000.0,194,-100.0,-1.5446788098663091,78.60412847362458,4360,0.0003,0.2,36.59025192260742,0.023603516,-0.002923430302325869,0.084130859375,-0.013945221900939941,,
4598,897024,438,1000.0,195,-100.0,-1.3916251704096794,79.28836297206581,4370,0.0003,0.2,38.51832962036133,0.015605094,0.0015594269178109243,0.0970703125,-0.0005319118499755859,,
4600,899072,439,1000.0,195,-100.0,-1.439928910136223,125.24928741790355,4380,0.0003,0.2,9.852249145507812,0.0058029476,-0.003161171800456941,0.02041015625,0.0035699009895324707,,
,900000,,,,,-1.5208318520337343,88.72795356167481,4390,0.0003,0.2,32.7847785949707,0.00493968,-0.001983569124422502,0.015087890625,0.014916419982910156,-100.0,1000.0
4608,901120,440,1000.0,195,-100.0,,,,,,,,,,,,
4610,903168,441,1000.0,195,-100.0,-1.4861556705087424,65.23653246350587,4400,0.0003,0.2,41.38687515258789,0.005820658,-0.00389548725070199,0.10283203125,0.34256255626678467,,
4613,905216,442,1000.0,196,-100.0,-1.4785660319030285,86.91938960244879,4410,0.0003,0.2,41.52330017089844,0.014356767,-0.0016840526135638357,0.1826171875,0.0006837844848632812,,
4615,907264,443,1000.0,196,-100.0,-1.4956825345754623,87.15152577534317,4420,0.0003,0.2,76.49658203125,0.0020594941,-0.0008148138425895013,0.012890625,0.023750603199005127,,
4618,909312,444,1000.0,196,-100.0,-1.5348034285008907,85.96556398384273,4430,0.0003,0.2,1.4177205562591553,0.014043079,-0.0024761733060586267,0.170703125,-2.396106719970703e-05,,
,910000,,,,,-1.4097376368939876,85.45574101284146,4440,0.0003,0.2,1.9126707315444946,0.004529151,9.617470786906778e-05,0.07431640625,-2.3484230041503906e-05,-100.0,1000.0
4662,911360,445,1000.0,195,-100.0,,,,,,,,,,,,
4664,913408,446,1000.0,195,-100.0,-1.5428231798112393,85.04343293942512,4450,0.0003,0.2,56.534297943115234,0.014507582,-0.002304303043638356,0.097314453125,-0.008688211441040039,,
4667,915456,447,1000.0,196,-100.0,-1.5596078723669051,84.72716813609004,4460,0.0003,0.2,67.77774810791016,0.0067093205,-0.001095404908119235,0.11201171875,0.00018936395645141602,,
4669,917504,448,1000.0,196,-100.0,-1.5906951434910297,84.2310833428055,4470,0.0003,0.2,4.611302375793457,0.008893878,-0.0029906939642387444,0.092578125,-0.01308143138885498,,
4671,919552,449,1000.0,196,-100.0,-1.580043911933899,84.15226323492826,4480,0.0003,0.2,19.126487731933594,0.0058114524,-0.0021536254687816838,0.096533203125,0.0014435052871704102,,
,920000,,,,,-1.5479413989931345,84.53553987704217,4490,0.0003,0.2,18.136699676513672,0.0031661983,0.0006565505231264978,0.028466796875,0.013348937034606934,-100.0,1000.0
4679,921600,450,1000.0,196,-100.0,,,,,,,,,,,,
4681,923648,451,1000.0,197,-100.0,-1.5265098206698895,83.05339459106327,4500,0.0003,0.2,6.751138210296631,0.0076947706,-0.0022456468344898895,0.066064453125,-0.02388930320739746,,
4684,925696,452,1000.0,197,-100.0,-1.5069524057209491,83.8061226444319,4510,0.0003,0.2,24.53729248046875,0.0040142313,0.00010426532389828935,0.022216796875,0.00018107891082763672,,
4686,927744,453,1000.0,197,-100.0,-1.4213278893381358,83.15770118385554,4520,0.0003,0.2,73.61758422851562,0.008469292,-0.005101775105868,0.082470703125,0.021755635738372803,,
4689,929792,454,1000.0,198,-100.0,-1.3371714286506176,82.13410815671087,4530,0.0003,0.2,11.228513717651367,0.0050559407,-0.0025336081584100612,0.03916015625,0.009084582328796387,,
,930000,,,,,-1.3417298976331948,81.49338975399732,4540,0.0003,0.2,1.6254106760025024,0.005876969,-0.0039142832058132624,0.096240234375,-0.03671669960021973,-100.0,1000.0
4696,931840,455,1000.0,198,-100.0,,,,,,,,,,,,
4699,933888,456,1000.0,198,-100.0,-1.4174404982477427,81.21340959891677,4550,0.0003,0.2,5.261892318725586,0.005609475,-0.0021543322553043255,0.086376953125,0.0015689730644226074,,
4701,935936,457,1000.0,199,-100.0,-1.3870212156325579,79.5036894787103,4560,0.0003,0.2,3.2951831817626953,0.0047090873,-0.0036951091708033344,0.022119140625,-0.0020134449005126953,,
4704,937984,458,1000.0,199,-100.0,-1.3456955194473266,77.70494838804007,4570,0.0003,0.2,133.38658142089844,0.0052914917,-0.0029272724481415936,0.043896484375,0.018304407596588135,,
,940000,,,,,-1.3376634880900382,71.68089121691882,4580,0.0003,0.2,66.92908477783203,0.002502253,-0.0015984012810804416,0.0328125,0.08827018737792969,-100.0,1000.0
4711,940032,459,1000.0,199,-100.0,,,,,,,,,,,,
4714,942080,460,1000.0,199,-100.0,-1.2766634680330753,121.4823160674423,4590,0.0003,0.2,30.391183853149414,0.004553046,-0.0003355159635248128,0.0427734375,0.10342538356781006,,
4716,944128,461,1000.0,200,-100.0,-1.353155879303813,86.15987914856524,4600,0.0003,0.2,4.298764705657959,0.0064769257,-0.004142477321147453,0.119287109375,0.13547784090042114,,
4719,946176,462,1000.0,200,-100.0,-1.4711507745087147,84.64642349854111,4610,0.0003,0.2,77.35697937011719,0.007389983,-0.004273990140063688,0.144189453125,0.05267143249511719,,
4721,948224,463,1000.0,200,-100.0,-1.4419916525483132,85.5703170709312,4620,0.0003,0.2,17.853593826293945,0.005567179,-0.0011602385910009616,0.0638671875,0.15965473651885986,,
,950000,,,,,-1.423290428519249,85.42070745676756,4630,0.0003,0.2,2.1598072052001953,0.006846046,-0.00011655750422505662,0.08095703125,0.04762983322143555,-100.0,1000.0
4729,950272,464,1000.0,200,-100.0,,,,,,,,,,,,
4731,952320,465,1000.0,201,-100.0,-1.4978325180709362,84.53656514864414,4640,0.0003,0.2,71.94329833984375,0.011744108,2.940494450740516e-05,0.19140625,-0.00019478797912597656,,
4734,954368,466,1000.0,201,-100.0,-1.5679094839841128,84.51110353972763,4650,0.0003,0.2,58.58188247680664,0.013663631,-0.0023385353430057875,0.162451171875,-0.00048291683197021484,,
4736,956416,467,1000.0,201,-100.0,-1.5151510369032621,84.57862490452825,4660,0.0003,0.2,80.012939453125,0.0044937604,-0.004183635927620344,0.1185546875,-0.00024259090423583984,,
4738,958464,468,1000.0,202,-100.0,-1.5121443282812834,84.26310171037912,4670,0.0003,0.2,90.51006317138672,0.009058559,-0.0010572788116405718,0.10458984375,-0.002369403839111328,,
,960000,,,,,-1.3919325094670056,84.45456090159715,4680,0.0003,0.2,11.62630558013916,0.0064941407,-0.004734103244845756,0.056201171875,0.0013997554779052734,-100.0,1000.0
4746,960512,469,1000.0,202,-100.0,,,,,,,,,,,,
4748,962560,470,1000.0,202,-100.0,-1.2694960694760085,84.0926045358181,4690,0.0003,0.2,1.2517017126083374,0.010442058,-0.004931497687357478,0.084716796875,-0.005174040794372559,,
4751,964608,471,1000.0,203,-100.0,-1.342213038355112,84.20533489882946,4700,0.0003,0.2,41.07133483886719,0.009302298,-0.0035278206312796103,0.173828125,-0.001226663589477539,,
4753,966656,472,1000.0,203,-100.0,-1.2381408028304577,83.35974126383663,4710,0.0003,0.2,70.63758850097656,0.012911,-0.004757998244895134,0.10927734375,-0.021784424781799316,,
4756,968704,473,1000.0,203,-100.0,-1.273632612079382,83.99456247352063,4720,0.0003,0.2,38.6274299621582,0.0053189527,-0.0011333836504491047,0.11923828125,-1.0967254638671875e-05,,
,970000,,,,,-1.3065729685127736,84.02287204265595,4730,0.0003,0.2,89.47342681884766,0.0058950335,-0.0027211769644054583,0.074951171875,0.0019655227661132812,-100.0,1000.0
4763,970752,474,1000.0,203,-100.0,,,,,,,,,,,,
4766,972800,475,1000.0,204,-100.0,-1.220275355130434,82.67698740921915,4740,0.0003,0.2,29.12179946899414,0.009849476,-0.003315378029947169,0.092822265625,-0.021906495094299316,,
4768,974848,476,1000.0,204,-100.0,-1.1925673458725214,82.51637278627604,4750,0.0003,0.2,4.4726481437683105,0.0016256036,-0.00114853841078002,0.01650390625,0.01714092493057251,,
4771,976896,477,1000.0,204,-100.0,-1.3154433220624924,81.33358718715608,4760,0.0003,0.2,12.556998252868652,0.003548198,-0.002595561131965951,0.047998046875,-0.014705300331115723,,
4773,978944,478,1000.0,205,-100.0,-1.2773127917200326,78.03161547053605,4770,0.0003,0.2,113.98181915283203,0.0055085476,-0.0025904008187353613,0.01513671875,-0.00352323055267334,,
,980000,,,,,-1.2632733844220638,76.5878622119315,4780,0.0003,0.2,3.2852001190185547,0.0053069936,-0.002661761999479495,0.089697265625,-0.1749122142791748,-100.0,1000.0
4781,980992,479,1000.0,205,-100.0,,,,,,,,,,,,
4783,983040,480,1000.0,205,-100.0,-1.3130796898156405,80.77204980570824,4790,0.0003,0.2,25.22478485107422,0.00505347,-0.003360552877711598,0.103173828125,-0.04566335678100586,,
4786,985088,481,1000.0,205,-100.0,-1.1661597017198801,113.33114515859634,4800,0.0003,0.2,1.6411815881729126,0.004920202,-0.0025055468664504587,0.04521484375,-0.00913846492767334,,
4788,987136,482,1000.0,206,-100.0,-1.1781416244804859,86.6343927429989,4810,0.0003,0.2,83.11026763916016,0.011438607,-0.0019182614909368568,0.098779296875,-0.0004601478576660156,,
4791,989184,483,1000.0,206,-100.0,-1.2790822986513377,86.05200112313032,4820,0.0003,0.2,154.56924438476562,0.0077115325,-0.0034260686952620745,0.124072265625,1.8298625946044922e-05,,
,990000,,,,,-1.3008256457746028,85.83495068028569,4830,0.0003,0.2,79.9303970336914,0.01574272,0.0011730539699783549,0.119970703125,-0.00033164024353027344,-100.0,1000.0
4798,991232,484,1000.0,206,-100.0,,,,,,,,,,,,
4801,993280,485,1000.0,206,-100.0,-1.5280801694840194,85.49896221589297,4840,0.0003,0.2,52.42900466918945,0.012887696,-0.0032053036331490146,0.137060546875,4.8279762268066406e-05,,
4803,995328,486,1000.0,207,-100.0,-1.5604033898562193,103.010731177032,4850,0.0003,0.2,25.70743751525879,0.011177072,-0.006821128224692075,0.037890625,0.7994270324707031,,
4806,997376,487,1000.0,207,-100.0,-1.5402896098792553,84.66707872152328,4860,0.0003,0.2,16.55440902709961,0.008600021,-0.001583402905089315,0.0900390625,-0.0006035566329956055,,
4808,999424,488,1000.0,207,-100.0,-1.5651958126574754,84.53098736777902,4870,0.0003,0.2,4.797879219055176,0.010761602,-0.005517098306154366,0.19697265625,-0.0054051876068115234,,
,1000000,,,,,-1.7282575752586127,84.22039347402752,4880,0.0003,0.2,26.790950775146484,0.010356922,-0.005725852676550858,0.15546875,8.89897346496582e-05,-100.0,1000.0
4815,1001472,489,1000.0,207,-100.0,,,,,,,,,,,,
